UDI,Product ID,Type,air_temp,process_temp,rotation_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,air_temp_lag_1,process_temp_lag_1,rotation_speed_lag_1,torque_lag_1,tool_wear_lag_1,air_temp_lag_2,process_temp_lag_2,rotation_speed_lag_2,torque_lag_2,tool_wear_lag_2,air_temp_roll_mean_3,rotation_speed_roll_std_3
7711,M22570,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0,M01,2025-11-18 06:00:00,300.5,311.4,1445.0,41.5,66.0,300.5,311.4,1709.0,32.3,64.0,300.5,170.5295673287549
7712,L54891,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0,M01,2025-11-18 07:00:00,300.5,311.4,1390.0,51.9,68.0,300.5,311.4,1445.0,41.5,66.0,300.4666666666667,68.41296173483761
7713,L54892,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0,M01,2025-11-18 08:00:00,300.4,311.4,1309.0,55.5,71.0,300.5,311.4,1390.0,51.9,68.0,300.4666666666667,95.34323957854777
7714,M22573,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0,M01,2025-11-18 09:00:00,300.5,311.5,1499.0,37.6,73.0,300.4,311.4,1309.0,55.5,71.0,300.4666666666667,397.19810338587007
7715,L54894,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0,M01,2025-11-18 10:00:00,300.5,311.4,2072.0,18.8,75.0,300.5,311.5,1499.0,37.6,73.0,300.5,334.33964766386737
7716,L54895,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0,M01,2025-11-18 11:00:00,300.5,311.5,1487.0,43.0,78.0,300.5,311.4,2072.0,18.8,75.0,300.5,401.94319665013893
7717,M22576,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0,M01,2025-11-18 12:00:00,300.5,311.5,1302.0,49.6,80.0,300.5,311.5,1487.0,43.0,78.0,300.5,92.9892466901356
7718,L54897,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0,M01,2025-11-18 13:00:00,300.5,311.5,1378.0,48.2,82.0,300.5,311.5,1302.0,49.6,80.0,300.5,40.64890322422277
7719,H37132,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0,M01,2025-11-18 14:00:00,300.5,311.6,1365.0,53.0,85.0,300.5,311.5,1378.0,48.2,82.0,300.5333333333333,32.69556544852677
7720,H37133,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0,M01,2025-11-18 15:00:00,300.6,311.7,1427.0,44.6,87.0,300.5,311.6,1365.0,53.0,85.0,300.56666666666666,86.03100216394225
7721,H37134,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0,M01,2025-11-18 16:00:00,300.6,311.7,1535.0,33.3,92.0,300.6,311.7,1427.0,44.6,87.0,300.56666666666666,54.077105445208886
7722,L54901,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0,M01,2025-11-18 17:00:00,300.5,311.6,1476.0,41.7,97.0,300.6,311.7,1535.0,33.3,92.0,300.53333333333336,55.04846349656134
7723,L54902,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0,M01,2025-11-18 18:00:00,300.5,311.6,1425.0,42.4,102.0,300.5,311.6,1476.0,41.7,97.0,300.5,34.99047489435162
7724,L54903,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0,M01,2025-11-18 19:00:00,300.5,311.7,1409.0,54.7,104.0,300.5,311.6,1425.0,42.4,102.0,300.5,180.88762625821664
7725,M22584,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0,M01,2025-11-18 20:00:00,300.5,311.6,1730.0,30.2,106.0,300.5,311.7,1409.0,54.7,104.0,300.5,173.80161103971085
7726,L54905,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0,M01,2025-11-18 21:00:00,300.5,311.6,1454.0,41.4,108.0,300.5,311.6,1730.0,30.2,106.0,300.5333333333333,163.5400052994137
7727,M22586,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0,M01,2025-11-18 22:00:00,300.6,311.7,1744.0,26.9,111.0,300.5,311.6,1454.0,41.4,108.0,300.6333333333333,172.54854389417181
7728,M22587,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0,M01,2025-11-18 23:00:00,300.8,311.9,1761.0,29.0,113.0,300.6,311.7,1744.0,26.9,111.0,300.70000000000005,55.78829028866429
7729,L54908,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0,M01,2025-11-19 00:00:00,300.7,311.9,1657.0,30.9,116.0,300.8,311.9,1761.0,29.0,113.0,300.7333333333333,174.76937183995452
7730,H37143,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0,M01,2025-11-19 01:00:00,300.7,311.8,1420.0,47.0,119.0,300.7,311.9,1657.0,30.9,116.0,300.7,169.3290681877518
7731,L54910,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,M01,2025-11-19 02:00:00,300.7,311.9,1329.0,59.2,121.0,300.7,311.8,1420.0,47.0,119.0,300.6666666666667,72.38093671678325
7732,L54911,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0,M01,2025-11-19 03:00:00,300.6,311.9,1472.0,44.2,126.0,300.7,311.9,1329.0,59.2,121.0,300.6333333333334,119.34124740982185
7733,L54912,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0,M01,2025-11-19 04:00:00,300.6,312.0,1566.0,30.1,128.0,300.6,311.9,1472.0,44.2,126.0,300.6,69.63715483369705
7734,L54913,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0,M01,2025-11-19 05:00:00,300.6,312.0,1430.0,42.7,130.0,300.6,312.0,1566.0,30.1,128.0,300.6,68.70468203355793
7735,L54914,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0,M01,2025-11-19 06:00:00,300.6,312.0,1481.0,40.9,132.0,300.6,312.0,1430.0,42.7,130.0,300.6,126.43970895252393
7736,L54915,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0,M01,2025-11-19 07:00:00,300.6,312.0,1670.0,29.4,134.0,300.6,312.0,1481.0,40.9,132.0,300.6,136.0404351654278
7737,H37150,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0,M01,2025-11-19 08:00:00,300.6,312.0,1406.0,55.1,136.0,300.6,312.0,1670.0,29.4,134.0,300.6,169.43828768413678
7738,M22597,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0,M01,2025-11-19 09:00:00,300.6,312.1,1354.0,46.9,138.0,300.6,312.0,1406.0,55.1,136.0,300.56666666666666,350.26323434430327
7739,M22598,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0,M01,2025-11-19 10:00:00,300.5,312.0,1985.0,19.3,143.0,300.6,312.1,1354.0,46.9,138.0,300.5333333333333,393.21876862631945
7740,L54919,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,M01,2025-11-19 11:00:00,300.5,312.0,1263.0,60.8,146.0,300.5,312.0,1985.0,19.3,143.0,300.5,362.0621493611269
7741,L54920,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0,M01,2025-11-19 12:00:00,300.5,311.9,1576.0,31.1,149.0,300.5,312.0,1263.0,60.8,146.0,300.5,157.69062538189226
7742,L54921,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0,M01,2025-11-19 13:00:00,300.5,312.0,1453.0,45.1,151.0,300.5,311.9,1576.0,31.1,149.0,300.5,65.01025560119167
7743,M22602,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0,M01,2025-11-19 14:00:00,300.5,312.0,1478.0,39.0,153.0,300.5,312.0,1453.0,45.1,151.0,300.5,83.2165848854598
7744,L54923,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0,M01,2025-11-19 15:00:00,300.5,311.9,1323.0,57.9,155.0,300.5,312.0,1478.0,39.0,153.0,300.5,194.77251688401077
7745,L54924,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0,M01,2025-11-19 16:00:00,300.5,311.9,1710.0,28.4,158.0,300.5,311.9,1323.0,57.9,155.0,300.4666666666667,226.07742036744608
7746,L54925,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0,M01,2025-11-19 17:00:00,300.4,311.7,1314.0,59.5,160.0,300.5,311.9,1710.0,28.4,158.0,300.43333333333334,200.26316020010336
7747,M22606,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0,M01,2025-11-19 18:00:00,300.4,311.7,1460.0,39.6,162.0,300.4,311.7,1314.0,59.5,160.0,300.4,101.0412457035852
7748,M22607,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0,M01,2025-11-19 19:00:00,300.4,311.7,1508.0,45.4,164.0,300.4,311.7,1460.0,39.6,162.0,300.43333333333334,91.5368778143484
7749,L54928,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0,M01,2025-11-19 20:00:00,300.5,311.8,1331.0,55.3,167.0,300.4,311.7,1508.0,45.4,164.0,300.43333333333334,104.27048160113334
7750,L54929,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0,M01,2025-11-19 21:00:00,300.4,311.7,1515.0,47.4,170.0,300.5,311.8,1331.0,55.3,167.0,300.43333333333334,171.65177928973608
7751,L54930,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0,M01,2025-11-19 22:00:00,300.4,311.6,1674.0,33.0,172.0,300.4,311.7,1515.0,47.4,170.0,300.4,117.77237933120082
7752,M22611,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0,M01,2025-11-19 23:00:00,300.4,311.7,1444.0,51.2,174.0,300.4,311.6,1674.0,33.0,172.0,300.4,147.86931166855499
7753,M22612,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0,M01,2025-11-20 00:00:00,300.4,311.7,1398.0,42.6,176.0,300.4,311.7,1444.0,51.2,174.0,300.4,238.4030201150961
7754,M22613,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0,M01,2025-11-20 01:00:00,300.4,311.7,1832.0,24.2,179.0,300.4,311.7,1398.0,42.6,176.0,300.43333333333334,217.44194627531945
7755,M22614,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0,M01,2025-11-20 02:00:00,300.5,311.8,1591.0,42.0,182.0,300.4,311.7,1832.0,24.2,179.0,300.43333333333334,180.8157441522509
7756,M22615,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0,M01,2025-11-20 03:00:00,300.4,311.7,1478.0,39.9,185.0,300.5,311.8,1591.0,42.0,182.0,300.43333333333334,114.50327506232706
7757,L54936,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0,M01,2025-11-20 04:00:00,300.4,311.8,1362.0,47.6,188.0,300.4,311.7,1478.0,39.9,185.0,300.43333333333334,65.30951946946377
7758,M22617,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0,M01,2025-11-20 05:00:00,300.5,311.8,1368.0,57.9,191.0,300.4,311.8,1362.0,47.6,188.0,300.4,206.71316681172559
7759,L54938,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0,M01,2025-11-20 06:00:00,300.3,311.7,1723.0,28.3,193.0,300.5,311.8,1368.0,57.9,191.0,300.4,195.8834687596998
7760,L54939,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0,M01,2025-11-20 07:00:00,300.4,311.8,1689.0,30.8,196.0,300.3,311.7,1723.0,28.3,193.0,300.3666666666667,251.14603985197994
7761,M22620,M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0,M01,2025-11-20 08:00:00,300.4,311.8,1272.0,59.2,198.0,300.4,311.8,1689.0,30.8,196.0,300.4,209.2422838083457
7762,H37175,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0,M01,2025-11-20 09:00:00,300.4,311.7,1511.0,33.0,200.0,300.4,311.8,1272.0,59.2,198.0,300.4,221.73031667620984
7763,M22622,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0,M01,2025-11-20 10:00:00,300.4,311.6,1715.0,30.8,203.0,300.4,311.7,1511.0,33.0,200.0,300.3666666666666,159.7717121395367
7764,L54943,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0,M01,2025-11-20 11:00:00,300.3,311.5,1400.0,43.8,0.0,300.4,311.6,1715.0,30.8,203.0,300.3666666666666,259.63114861921383
7765,M22624,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0,M01,2025-11-20 12:00:00,300.4,311.6,1200.0,76.6,3.0,300.3,311.5,1400.0,43.8,0.0,300.3666666666666,177.9747173055739
7766,H37179,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0,M01,2025-11-20 13:00:00,300.4,311.7,1555.0,38.7,5.0,300.4,311.6,1200.0,76.6,3.0,300.3666666666667,179.78598388083245
7767,L54946,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0,M01,2025-11-20 14:00:00,300.3,311.6,1427.0,56.2,8.0,300.4,311.7,1555.0,38.7,5.0,300.3333333333333,118.62686598461696
7768,H37181,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0,M01,2025-11-20 15:00:00,300.3,311.4,1318.0,52.7,13.0,300.3,311.6,1427.0,56.2,8.0,300.26666666666665,62.64449962552393
7769,M22628,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0,M01,2025-11-20 16:00:00,300.2,311.4,1319.0,54.6,15.0,300.3,311.4,1318.0,52.7,13.0,300.23333333333335,370.37053518514716
7770,L54949,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0,M01,2025-11-20 17:00:00,300.2,311.4,1960.0,20.9,20.0,300.2,311.4,1319.0,54.6,15.0,300.23333333333335,324.4569822539382
7771,L54950,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0,M01,2025-11-20 18:00:00,300.3,311.5,1552.0,38.9,23.0,300.2,311.4,1960.0,20.9,20.0,300.26666666666665,236.72205924529376
7772,L54951,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0,M01,2025-11-20 19:00:00,300.3,311.5,1548.0,32.2,25.0,300.3,311.5,1552.0,38.9,23.0,300.3,91.82047701901274
7773,H37186,H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0,M01,2025-11-20 20:00:00,300.3,311.6,1709.0,29.5,27.0,300.3,311.5,1548.0,32.2,25.0,300.3,124.5003346715678
7774,L54953,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0,M01,2025-11-20 21:00:00,300.3,311.5,1464.0,41.0,29.0,300.3,311.6,1709.0,29.5,27.0,300.3,157.87653403846645
7775,L54954,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0,M01,2025-11-20 22:00:00,300.3,311.4,1759.0,24.8,34.0,300.3,311.5,1464.0,41.0,29.0,300.3,148.07092894960527
7776,L54955,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0,M01,2025-11-20 23:00:00,300.3,311.5,1634.0,31.9,36.0,300.3,311.4,1759.0,24.8,34.0,300.3,65.42425645991237
7777,M22636,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0,M01,2025-11-21 00:00:00,300.3,311.5,1663.0,33.6,38.0,300.3,311.5,1634.0,31.9,36.0,300.3,118.38214955529567
7778,L54957,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0,M01,2025-11-21 01:00:00,300.3,311.5,1445.0,47.3,40.0,300.3,311.5,1663.0,33.6,38.0,300.3,136.0441104936155
7779,L54958,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0,M01,2025-11-21 02:00:00,300.3,311.5,1695.0,25.6,43.0,300.3,311.5,1445.0,47.3,40.0,300.3333333333333,128.6908440151528
7780,L54959,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0,M01,2025-11-21 03:00:00,300.4,311.6,1517.0,39.0,45.0,300.3,311.5,1695.0,25.6,43.0,300.40000000000003,148.08556085362412
7781,L54960,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0,M01,2025-11-21 04:00:00,300.5,311.7,1811.0,26.8,47.0,300.4,311.6,1517.0,39.0,45.0,300.43333333333334,170.907382325435
7782,L54961,L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0,M01,2025-11-21 05:00:00,300.4,311.6,1815.0,23.5,49.0,300.5,311.7,1811.0,26.8,47.0,300.43333333333334,173.2166273773944
7783,M22642,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0,M01,2025-11-21 06:00:00,300.4,311.7,1513.0,40.0,51.0,300.4,311.6,1815.0,23.5,49.0,300.4,172.93447699441666
7784,L54963,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0,M01,2025-11-21 07:00:00,300.4,311.6,1518.0,36.4,53.0,300.4,311.7,1513.0,40.0,51.0,300.3666666666666,87.5042856093293
7785,L54964,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0,M01,2025-11-21 08:00:00,300.3,311.5,1667.0,28.8,56.0,300.4,311.6,1518.0,36.4,53.0,300.3333333333333,132.36439601846263
7786,L54965,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0,M01,2025-11-21 09:00:00,300.3,311.5,1403.0,60.1,58.0,300.3,311.5,1667.0,28.8,56.0,300.26666666666665,158.50972630514633
7787,L54966,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0,M01,2025-11-21 10:00:00,300.2,311.5,1383.0,42.1,60.0,300.3,311.5,1403.0,60.1,58.0,300.2666666666667,43.316663460294286
7788,L54967,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0,M01,2025-11-21 11:00:00,300.3,311.5,1466.0,46.2,62.0,300.2,311.5,1383.0,42.1,60.0,300.26666666666665,49.42671342502009
7789,M22648,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0,M01,2025-11-21 12:00:00,300.3,311.5,1378.0,47.5,64.0,300.3,311.5,1466.0,46.2,62.0,300.26666666666665,84.52415828230643
7790,L54969,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0,M01,2025-11-21 13:00:00,300.2,311.5,1547.0,40.9,66.0,300.3,311.5,1378.0,47.5,64.0,300.23333333333335,86.55826554022667
7791,L54970,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0,M01,2025-11-21 14:00:00,300.2,311.5,1495.0,38.5,69.0,300.2,311.5,1547.0,40.9,66.0,300.1666666666667,122.87120628256403
7792,L54971,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0,M01,2025-11-21 15:00:00,300.1,311.4,1729.0,29.3,71.0,300.2,311.5,1495.0,38.5,69.0,300.1333333333334,161.97016186116628
7793,H37206,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0,M01,2025-11-21 16:00:00,300.1,311.4,1418.0,47.7,73.0,300.1,311.4,1729.0,29.3,71.0,300.1,163.6795650043067
7794,L54973,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0,M01,2025-11-21 17:00:00,300.1,311.4,1485.0,40.4,75.0,300.1,311.4,1418.0,47.7,73.0,300.1,34.99047489435379
7795,M22654,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0,M01,2025-11-21 18:00:00,300.1,311.5,1434.0,40.8,80.0,300.1,311.4,1485.0,40.4,75.0,300.1333333333333,36.19852667350431
7796,H37209,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0,M01,2025-11-21 19:00:00,300.2,311.6,1415.0,55.8,82.0,300.1,311.5,1434.0,40.8,80.0,300.1333333333333,144.36181397215955
7797,L54976,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0,M01,2025-11-21 20:00:00,300.1,311.6,1674.0,29.6,85.0,300.2,311.6,1415.0,55.8,82.0,300.1333333333333,139.6435939573756
7798,L54977,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0,M01,2025-11-21 21:00:00,300.1,311.5,1454.0,52.4,90.0,300.1,311.6,1674.0,29.6,85.0,300.06666666666666,121.16655204029038
7799,L54978,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0,M01,2025-11-21 22:00:00,300.0,311.4,1476.0,39.0,92.0,300.1,311.5,1454.0,52.4,90.0,300.03333333333336,200.64230195383126
7800,L54979,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0,M01,2025-11-21 23:00:00,300.0,311.5,1812.0,28.3,94.0,300.0,311.4,1476.0,39.0,92.0,300.0,229.1811510574093
7801,M22660,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0,M01,2025-11-22 00:00:00,300.0,311.4,1374.0,41.9,96.0,300.0,311.5,1812.0,28.3,94.0,300.03333333333336,222.59380045275083
7802,L54981,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0,M01,2025-11-22 01:00:00,300.1,311.4,1524.0,40.6,98.0,300.0,311.4,1374.0,41.9,96.0,300.03333333333336,84.1249071321868
7803,L54982,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0,M01,2025-11-22 02:00:00,300.0,311.4,1383.0,49.6,101.0,300.1,311.4,1524.0,40.6,98.0,300.0,71.90502995849724
7804,M22663,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0,M01,2025-11-22 03:00:00,299.9,311.3,1429.0,58.2,103.0,300.0,311.4,1383.0,49.6,101.0,299.90000000000003,68.08817812218982
7805,M22664,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0,M01,2025-11-22 04:00:00,299.8,311.3,1517.0,41.2,105.0,299.9,311.3,1429.0,58.2,103.0,299.8666666666666,44.1852162304586
7806,L54985,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0,M01,2025-11-22 05:00:00,299.9,311.4,1480.0,44.9,108.0,299.8,311.3,1517.0,41.2,105.0,299.8666666666666,121.2201853378074
7807,L54986,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0,M01,2025-11-22 06:00:00,299.9,311.4,1706.0,28.8,111.0,299.9,311.4,1480.0,44.9,108.0,299.93333333333334,180.59438898629267
7808,M22667,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0,M01,2025-11-22 07:00:00,300.0,311.5,1349.0,48.6,113.0,299.9,311.4,1706.0,28.8,111.0,299.96666666666664,183.88311504866087
7809,L54988,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0,M01,2025-11-22 08:00:00,300.0,311.5,1451.0,49.0,115.0,300.0,311.5,1349.0,48.6,113.0,299.9666666666667,140.63190723776867
7810,M22669,M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0,M01,2025-11-22 09:00:00,299.9,311.4,1627.0,36.7,118.0,300.0,311.5,1451.0,49.0,115.0,299.9666666666667,88.00757543150682
7811,L54990,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0,M01,2025-11-22 10:00:00,300.0,311.4,1537.0,35.4,120.0,299.9,311.4,1627.0,36.7,118.0,300.0,369.9418873282654
7812,M22671,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0,M01,2025-11-22 11:00:00,300.1,311.5,2218.0,17.0,123.0,300.0,311.4,1537.0,35.4,120.0,300.0333333333333,415.19192349241615
7813,L54992,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0,M01,2025-11-22 12:00:00,300.0,311.4,1466.0,39.0,125.0,300.1,311.5,2218.0,17.0,123.0,300.0333333333333,389.4885535331332
7814,L54993,L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0,M01,2025-11-22 13:00:00,300.0,311.5,1666.0,32.0,128.0,300.0,311.4,1466.0,39.0,125.0,300.0,118.77289253023596
7815,L54994,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0,M01,2025-11-22 14:00:00,300.0,311.5,1455.0,41.7,130.0,300.0,311.5,1666.0,32.0,128.0,300.0,236.4409721967246
7816,M22675,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,M01,2025-11-22 15:00:00,300.0,311.4,1927.0,24.6,132.0,300.0,311.5,1455.0,41.7,130.0,299.9666666666667,236.10167301397712
7817,L54996,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0,M01,2025-11-22 16:00:00,299.9,311.3,1703.0,28.4,134.0,300.0,311.4,1927.0,24.6,132.0,299.90000000000003,197.61578884289324
7818,H37231,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0,M01,2025-11-22 17:00:00,299.8,311.2,1533.0,35.9,137.0,299.9,311.3,1703.0,28.4,134.0,299.8333333333333,128.53533885018663
7819,L54998,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0,M01,2025-11-22 18:00:00,299.8,311.3,1785.0,25.4,139.0,299.8,311.2,1533.0,35.9,137.0,299.8,306.00490192151983
7820,L54999,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0,M01,2025-11-22 19:00:00,299.8,311.2,2142.0,16.6,144.0,299.8,311.3,1785.0,25.4,139.0,299.8,386.87508750672004
7821,M22680,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0,M01,2025-11-22 20:00:00,299.8,311.2,1369.0,46.2,146.0,299.8,311.2,2142.0,16.6,144.0,299.8,387.5551573647278
7822,L55001,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0,M01,2025-11-22 21:00:00,299.8,311.2,1706.0,29.2,148.0,299.8,311.2,1369.0,46.2,146.0,299.8333333333333,227.40345936975595
7823,H37236,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0,M01,2025-11-22 22:00:00,299.9,311.3,1802.0,24.4,151.0,299.8,311.2,1706.0,29.2,148.0,299.8666666666667,202.64336488849622
7824,L55003,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0,M01,2025-11-22 23:00:00,299.9,311.3,1413.0,41.8,153.0,299.9,311.3,1802.0,24.4,151.0,299.93333333333334,207.15774987514277
7825,L55004,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0,M01,2025-11-23 00:00:00,300.0,311.3,1484.0,53.2,158.0,299.9,311.3,1413.0,41.8,153.0,299.93333333333334,61.27261487265091
7826,M22685,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0,M01,2025-11-23 01:00:00,299.9,311.3,1535.0,38.1,160.0,300.0,311.3,1484.0,53.2,158.0,299.93333333333334,47.542963026426975
7827,L55006,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0,M01,2025-11-23 02:00:00,299.9,311.2,1579.0,35.5,162.0,299.9,311.3,1535.0,38.1,160.0,299.8666666666666,150.0011111069921
7828,M22687,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0,M01,2025-11-23 03:00:00,299.8,311.1,1300.0,64.2,165.0,299.9,311.2,1579.0,35.5,162.0,299.8333333333333,139.68655387449496
7829,M22688,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0,M01,2025-11-23 04:00:00,299.8,311.1,1452.0,44.3,167.0,299.8,311.1,1300.0,64.2,165.0,299.8,131.55987230154514
7830,L55009,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0,M01,2025-11-23 05:00:00,299.8,311.1,1562.0,35.7,170.0,299.8,311.1,1452.0,44.3,167.0,299.8,106.02515424809435
7831,H37244,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0,M01,2025-11-23 06:00:00,299.8,311.2,1664.0,28.3,173.0,299.8,311.1,1562.0,35.7,170.0,299.8333333333333,85.10189970460243
7832,M22691,M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0,M01,2025-11-23 07:00:00,299.9,311.2,1495.0,35.8,175.0,299.8,311.2,1664.0,28.3,173.0,299.90000000000003,88.66228059326512
7833,L55012,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0,M01,2025-11-23 08:00:00,300.0,311.4,1533.0,42.6,180.0,299.9,311.2,1495.0,35.8,175.0,299.96666666666664,25.709920264343054
7834,L55013,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0,M01,2025-11-23 09:00:00,300.0,311.4,1484.0,37.0,183.0,300.0,311.4,1533.0,42.6,180.0,300.0,60.33517492584417
